"","Code","infos"
"11","BA02","GESTION DE BÂTIMENTS ET D'INFRASTRUCTURES URBAINES / NA / Ce cours presente une vue d'ensemble des principales fonctions et activites du management des services et de l'ingenierie technique de parcs d'actifs physiques : 1. Connaître et programmer : Elaborer et mettre en oeuvre un schema directeur. 2. Realiser et mettre en service : Construire, renover, maintenir et piloter l'exploitation et la maintenance courante. 3. Optimiser : Auditer, mesurer et evaluer la performance de la gestion. / Genie civil, genie urbain, amenagement / Batiments / Comprendre, analyser et produire une politique de gestion strategique ainsi qu'un cadre de gestion operationnelle des activites d'exploitation, de maintenance courante et de maintien des actifs physiques de batiments et d'infrastructures urbaines. / - elaborer et mettre en oeuvre un schema directeur, un plan pluriannuel et un plan annuel de gestion des actifs physiques; - planifier et mettre en service la gestion des actifs physiques : de la m'aitrise d'ouvrage a<U+00A0> la m'aitrise d'usage; - analyser les differentes contraintes liees aux parcs d'actifs physiques - batiments et infrastructures urbaines; - mettre en relation et optimiser : Auditer, mesurer et evaluer la performance de la gestion. / - comprendre le positionnement et le role d'un ingenieur stratege dans une organisation complexe; - utiliser les principales theories relatives a<U+00A0> la decision, aux risques, aux cycles de vie et la mesure du temps ainsi qu'a<U+00A0> la gestion des ressources humaines. / Le programme aborde les themes suivants : Phases de la gestion technique de projets d'immobilier, Environnement organisationnel, mission, philosophie de gestion et valeurs pronees en gestion technique du patrimoine, Consommation energetique, Entretien sanitaire, Protection et securite, Services corporatifs auxiliaires (imprimerie, transport, courrier, demenagement, etc.), Approche systemique du batiment, Diagnostic, methodologies d'auscultation et audits de parcs immobiliers, Deficit d'entretien et deficit fonctionnel, Modes et techniques de maintenance (curatif, preventif et predictif) dans les parcs immobiliers, Internalisation et externalisation, Mise en priorite des travaux, analyse financiere et coa<U+00BB>t global de possession, Tableau de bord de gestion immobiliere, indicateurs de performance, planification et decision strategiques. / E la fin de l'UV, l'etudiant doit : Analyser les differentes contraintes liees aux patrimoines immobiliers, a<U+00A0> leurs systemes et a<U+00A0> leur composants dans un contexte de gestion. Modeliser, analyser et optimiser l'exploitation d'un patrimoine immobilier."
"12","BA03","MATÉRIAUX DE CONSTRUCTION / materiaux de construction pathologie beton bois verre comportement metaux / connaissance des comportements (mecanique, thermique, acoustiques, hydrique,tenue au feu, etc...), des principes de mise en oeuvre et des pathologies des principaux materiaux utilises dans la construction. / Genie civil, genie urbain, amenagement / Materiaux pour le genie civil / - proposer un choix de materiau en rapport avec des contraintes mecaniques, acoustiques, thermiques, environnementales liees au secteur du BTP / - modeliser le comportement experimental d'un materiau; - choisir un materiau et dimensionner; - evaluer l'impact environnemental d'une solution technologique; - identifier un AT (avis technique) d'une solution technologique. / - evaluer les efforts internes et contraintes dans les structures / 1- De la matiere au materiau de construction 2- Proprietes rheologiques et mecaniques 3- Securite et reglemnentation 4- Comportement hygro themique 5- Comportment acoustique et optique 6- les sols et les pierres 7- Terres cuites : briques, tuiles, carrelages 8- Metaux et alliages 9- Le bois et ses derives 10- Le verre et les vitrages 11- Degradation, protection et maintenance / A la fin de l'UV, l'etudiant doit conn'aitre les principaux comportements physiques et chimiques des materiaux couramment utilises dans la construction (les bois, les betons, l'acier et les autres metaux, le verre, ainsi que les divers types de sols ) : Il comprend les principes de resistance et de deformation des materiaux, et les types de sollicitations auxquelles ils resistent efficacement. Il sait predimensionner des elements structurels simples. Il conn'ait les divers types de sols, leurs principales proprietes physiques et hydrauliques Il conn'ait les principes de transmission thermique, hygrometrique et acoustique dans un materiau et au travers d'une paroi Il comprend les mecanismes des differentes attaques du materiau par des agents exterieurs (incendie, eau, agents chimiques, etc.) et conn'ait les moyens de l'en proteger Il sait l'importance et la nature des risques d'incompatibilite entre materiaux Il est sensibilise a<U+00A0> l'utilisation pertinente des materiaux dans le contexte de developpement durable Il conn'ait les modes generaux de fabrication des materiaux de construction et les grands principes de leur mise en oeuvre."
"13","BA04","CONVERSION ET GESTION DES ÉNERGIES RENOUVELABLES / biomasse solaire production eolien transport hydraulique / L'UV abordera l'univers des energies renouvelables. Quelles sources d'energies ? Comment les capter, les transformer ? ... Les avantages et les inconvenients des energies renouvelables en termes scientifiques, techniques ainsi qu'economiques. / Energetique - Energie / Fondamentaux : chaleur, thermodynamique / Utiliser les outils mathematiques, statistiques, numeriques, et de physique appliquee requis en sciences de l'ingenieur pour etudier les energies renouvelables. / - Choisir les sources renouvelables. - Utiliser les sources renouvelables. - Capter l'energie des sources renouvelables. - Transformer l'energie des sources renouvelables. / - Gerer un projet en equipe. - Rediger un rapport technique et scientifique. - Preparer une presentation orale. - Pratiquer des logiciels de calculs numeriques. / Le programme previsionnel est le suivant : Partie I Introduction et rappel sur la notion de puissance et d'energie Partie II Le photovoltaa<U+00AF>que Partie III Les aerogenerateurs electriques Partie IV La biomasse, la geothermie et le solaire thermique Partie V Le stockage / Le principal resultat attendu est evidemment l'obtention de l'UV en ayant de bonnes connaissances des systemes a<U+00A0> energie renouvelable."
"14","BA05","AUTOMATISMES, RÉGULATIONS ET BÂTIMENTS INTELLIGENTS / automates GTB GTC domotique supervision regulation controle capteurs actionneurs / Dans cette UV sont abordes l'architecture, les composants et le fonctionnement des reseaux de communication et de telegestion dedies aux equipements du batiment : KONNEX, LONmark, BACnet. La regulation et le contrôle des principaux systemes techniques du batiment seront etudies avec applications pratiques associees avec des simulations numeriques. / Genie civil, genie urbain, amenagement / Batiments / - Posseder un socle de connaissances fondamentales pluridisciplinaires en sciences de l'<U+0092>ingenieur dans des domaines comme la domotique, la gestion technique de batiment, les reseaux de communication et de gestion dedies aux equipements du batiment. <U+0085> / - Ecrire et definir le systeme de communication entre les equipements techniques et de gestion du batiment - Definir les besoins en GTC d'un patrimoine immobilier d'entreprise de faire un diagnostic, rediger un cahier des charges precisant les fonctions demandees - Choisir les solutions adaptees au cahier des charges - Construire, expliquer, integrer et formuler le systeme de communication entre les equipements techniques et de gestion du batiment - Examiner, rechercher et separer les differentes contraintes liees aux composants du systeme GTC - Mettre en pratique et gerer un projet de gestion technique du batiment ; - Utiliser les outils mathematiques, statistiques, numeriques, et de physique appliquee requis en sciences de l<U+0092>'ingenieur. - Appliquer les outils numeriques de conception et de gestion adaptes au batiment (CAO, GTB, programmation graphique, etc.), a<U+00A0> la simulation et l'<U+0092>aide a<U+00A0> la decision pour les projets de construction ; - Proposer des solutions innovantes a<U+00A0> des problemes technologiques, societaux ou operationnels des batiments dans une perspective de developpement durable. / - Participer a<U+00A0> un projet en equipe, aussi bien en tant que chef de projet que contributeur actif. - Gerer le montage et la mise en <U+009C>oeuvre d'<U+0092>operations de gestion technique des batiments - Gerer ou assister toutes les phases d'<U+0092>un projet de site bati ou de patrimoine immobilier en integrant les dimensions multi techniques (construction, installations et equipements, automatismes, materiaux) et multiservice (fonctionnement, gestion, confort, usage, energies, securite. / I. INTRODUCTION 1. Definitions : domotique, immotique, Gestion technique centralisee et de batiment (GTC, GTB) 2. Principe de fonctionnement et composants d'une GTB 3. Utilites et interets II. RESEAUX DE COMMUNICATION 1. Supports de communication interne (reseaux physiques, paire torsadee, cable coaxial, fibre optique, courants porteurs, pre-cablage, infrarouges, laser, radio frequences et normes existantes 2. Bus (Binary Unit System) : Konnex, LONWorks, BACnet 3. Systeme de communication vers l'exterieur des batiments III. CAPTEURS 1. Generalites (caracteristiques des capteurs, regimes de fonctionnement des capteurs, principe du capteur intelligent) 2. Capteurs de temperature 3. Capteurs d'hygrometrie 4. Capteurs de debit 5. Capteurs de pression 6. Capteurs optiques 7. Detecteurs de presence 8. Capteurs et detecteurs destines a<U+00A0> la prevention des sinistres IV. ACTIONNEURS 1. Relais 2. Moteurs electriques 3. Electrovannes 4. Actionneurs hydrauliques 5. Actionneurs pneumatiques V. SYSTEMES DE CONTROLE ET SUPERVISION 1. Unite locale de traitement 2. Unite centrale de supervision 3. Niveaux de communication 4. Interfaces graphiques de visualisation et de developpement 5. Transmission des informations 6. Terminaux et peripheriques / A la fin de l'UV, l'etudiant doit : Conn'aitre et comprendre le systeme de communication entre les equipements techniques et de telegestion (GTC) du batiment ; Analyser les differentes contraintes liees aux composants du systeme GTC ; Etre capable de definir les besoins en GTC d'un patrimoine immobilier d'entreprise, de faire un diagnostic, rediger un cahier des charges precisant les fonctions demandees ; Etre capable de choisir les solutions adaptees au cahier des charges ; Etre capable de mettre en place et de gerer un projet de gestion technique du batiment."
"15","BA06","SYSTÈMES CONSTRUCTIFS DU BÂTIMENT / Batiment chantier structure gros oeuvre fondation enveloppe construction en bois organisation / cette UV traite les systemes constructifs d'un batiment au travers des principaux dispositifs structurels et de cloisonnement et ceci d'un point de vue fonctionnel, organisationnel, encombrement (pre-dimensionnement), coût global, contraintes,... / Genie civil, genie urbain, amenagement / Batiments / - proposer des solutions techniques repondant a<U+00A0> une problematique concrete de preparation de chantier ( securite , stabilite provisoire et definitive) et de mettre en oeuvre une analyse financiere de reponse a<U+00A0> un appel d'offre et d'effectuer un suivi des depenses en phase travaux. / - choisir entre plusieurs modes constructifs (infrastructure et superstructure) en fonction de l'environnement du chantier (ossature bois/beton) - anticiper l'organisation d'un chantier a<U+00A0> travers des pieces de preparation de chantier ( securite - approvisionnement materiel) - elaborer des pieces de preparation de chantier (modes operatoires - planning - cyclage de materiel) - construire des modes operatoires repondant a<U+00A0> des contraintes specifiques - evaluer les charges et leur transfert jusqu'au systeme de fondation / - consulter un avis technique; - utiliser un logiciel de CAO (Autocad); - exploiter des plans en phase DCE et Execution; / Fondations Semelles filantes, Plots et longrines Fondations en ossature bois traite Pieux et pilotis en bois Murs Murs a<U+00A0> ossature legere en bois Systeme poteaux et poutres en bois Murs en madriers ou rondins empliles Colombage Planchers Planchers en bois massif Planchers par solivage Charpentes Fermes et pannes, Fermes industrialisees Charpentes - chevrons Revetements muraux exterieurs Bardages en lames Bardages en bardeaux Bardages en panneaux / A la fin de l'UV, l'etudiant doit : - Conn'aitre et comprendre les systemes constructifs du batiment - Conn'aitre les solutions techniques structurelles qui repondent a<U+00A0> ces contraintes et a<U+00A0> leur degre d'adaptation ulterieur - Analyser les differentes contraintes liees a<U+00A0> l'ouvrage, - Choisir les solutions en prenant en compte le projet dans sa globalite - Analyser, optimiser et organiser le suivi de chantier - Pouvoir gerer (MO comme ME) un projet specifique de construction en bois"
"16","BA07","MODES OPÉRATOIRES DE LA CONSTRUCTION / projet acteurs processus methodes outils conception / enseignement destine à initier l'etudiant à l'ensemble des moyens de conduite et de gestion du projet architectural : metiers, acteurs, processus, missions, methodes, outils. / Genie civil, genie urbain, amenagement / Batiments / connaitre les differentes phases d&#8217;un projet de construction et l&#8217;ensemble des acteurs intervenant dans les projets architecturaux. / - utiliser les methodes et outils de gestion de projet du batiment sur le plan technique, economique, juridique et conceptuel; - maitriser les processus de realisation d&#8217;un batiment; - appliquer les principales reglementations liees au droit de la construction, de l&#8217;urbanisme et de l&#8217;environnement. / NA / 1. Le projet de batiment - Logiques de projet, les marches, les acteurs, les mutations professionnelles. 2. Les processus de projet - Les etapes du projet, missions. 3. La gestion de projet de batiment - Analyse fonctionnelle ; - Specifications techniques ; - Planification et gestion des moyens ; - Gestion financiere ; - Gestion du risque ; - Gestion de la qualite. 4. Les fondements juridiques du projet - Contexte urbain et naturel ; - Regles de construction ; - Les assurances. 5. Les fondements conceptuels du projet Construction et pensee spatiale ; L'elaboration du projet ; Perceptions et usage de l'architecture. / A l'issue de cette formation l'etudiant m'aitrise les processus de realisation d'un batiment. Il conn'ait des methodes et des outils de gestion du projet de batiment sur le plan technique, economique, juridique et conceptuel. Il detient les moyens de poursuivre cette acquisition dans le cadre de son stage et des ateliers projet."
"17","BA08","DATA SCIENCE SMART CITIES / sensor networks smart city deep learning smart building Python data science urban IoT urban computing smart for green machine learning / Ce cours dispense en anglais presente et developpe les concepts, enjeux, applications et technologies de la smart city et du smart building, en particulier dans le contexte de l'internet des objets (IoT) urbain et des reseaux de capteurs multi-domaines (transport, environnement, energie ...) Les methodes et outils de la science des donnees et de l'informatique urbaine seront introduits et mis en pratique avec le langage Python / Non renseigne / Non renseigne / - apprehender les principales notions sur la ville intelligente, l'IoT urbain, les donnees urbaines et leurs origines - savoir les decliner sur les systemes urbains en termes d'application : transport, energie, dechet, eau, batiment. - savoir les valoriser avec differents types de methodes et d'outils, notamment des outils d'analyse des donnees - appliquer des fonctions et modeles d'analyse de donnees et d'apprentissage automatique avec le langage Python, notamment sur des series temporelles fournies par des capteurs / - appliquer une methode complete de transformation de la donnee en integrant des connaissances metier et des contraintes de terrain - comprendre et expliquer comment la digitalisation de la ville et l'analyse des donnees urbaine peut contribuer au developpement durable, a<U+00A0> l'adaptation au changement climatique, a<U+00A0> l'economie circulaire - apprehender les principales notions en I.A. et leur potentiel actuel et futur d'application sur des cas d'usage pour le smart building et la smart city / - savoir presenter et communiquer sur un cas d'usage avec un notebook - travailler en petite equipe pour traiter un cas d'usage de la smart city / NA / NA"
"18","BA09","INTRODUCTION AU CALCUL DES STRUCTURES DU BÂTIMENT / calcul des structures Statique et RDM constructions metalliques beton arme logiciel ROBOT dynamique de structures methode des elements finis / L' UV concerne les principes de modelisation et d'analyse des structures en abordant les aspects mecaniques fondamentaux, le dimensionnement des charpentes metalliques et poutres en beton arme, la normalisation (Eurocodes). Le logiciel metier ROBOT est utilise en TP. Presentation d'etudes realisees par des BE Techniques. / Genie civil, genie urbain, amenagement / Genie civil, genie urbain, amenagement / - modeliser et d'analyser des structures en abordant les aspects mecaniques fondamentaux, le dimensionnement des charpentes metalliques et poutres en beton arme, la normalisation (Eurocodes). / - maitriser les bases de la RDM appliquee aux systemes porteurs en construction; - appliquer aux constructions en bois, en metal et en Beton arme; - comprendre les bases theoriques et pratiques de la methode des elements finis en structures du genie civil; / NA / 1. Rappels de Statique et de Resistance des Materiaux avec exemples en constructions 2. La modelisation des structures formees de barres. Element fini de barre a<U+00A0> 1D, 2D et 3D. 3. methode des elements finis pour l'analyse des structures a<U+00A0> barres 4. Element fini de poutre en flexion et en membrane-flexion 5. Element fini de poutre 3D en membrane, flexions et torsion 6. Elasticite a<U+00A0> 2 et 3 dimensions. Methode des elements finis pour les milieux continus 2D 7. Introduction a<U+00A0> la dynamique des structures (vibrations, reponse transitoire, analyse spectrale) 8. Introduction au calcul des structures en Beton Arme selon l'Eurocode 2. / Paragraphe 1.1..."
"19","BI01","MODÈLES ET OUTILS POUR LA BIOINFORMATIQUE / genomes phenomenes biologiques biologie mathematique sequences biologiques / Au cours des dernieres annees un enorme progres des techniques biologiques experimentales a eu lieu et le nombre de donnees produites a extrêmement augmente. Des modeles et d'approches in silico capables d'analyser, interpreter et simuler les differents phenomenes biologiques sont donc necessaires. Ainsi, l'UV s'occupe de donner aux etudiants un ensemble de modeles et d'outils permettant de repondre aux differentes questions biologiques. / Mathematiques / Probabilites et statistiques / Comprendre les differents problemes biologiques, lies notamment a<U+00A0> la biologie structurale, des reseaux et des populations, et de les modeliser. Il sera aussi capable de choisir le modele et l'outil necessaire pour le traitement et la resolution de chaque phenomene biologique traite. / 1. Maitriser le vocabulaire de base de la biologie 2. Decrire et appliquer la modelisation stochastique d'un phenomene biologique 3. Mettre en place l'inference statistique sur le modele 4. Effectuer des recherches dans les bases de donnees biologiques 5. Analyser et traiter les donnees biologiques 6. Utiliser de fa<e7>on critique les outils bioinformatiques 7. Mettre en oeuvre les procedures pour la resolution des problemes de bioinformatique / Combiner et exploiter les connaissances provenant de deux domaines differents / a / b"
"20","BL10","STRUCTURES ET PHYSICOCHIMIE DES MOLÉCULES BIOLOGIQUES / interactions moleculaires acides nucleiques gel filtration, electrophorese enzymes acides amines, peptides, proteines filtration sur gel, electrophorese lipides spectrometrie de masse oses macromolecules en solution / la biochimie structurale et la physicochimie des solutions macromoleculaires, ainsi que des methodes d'analyse physico-chimique, sont presentees pour un public ayant peu de connaisances prealables en biochimie. / Sciences du vivant / Biologie, biochimie, genetique / - reconn'aitre les structures des differentes macromoleculas en general et d'origine biologique en particulier - comprendre le role de ces macromolecules dans les processus biologiques - comprendre les phenomenes influant leur conformation en solution en se basant sur les interactions moleculaires en jeu / - choisir des techniques physicochimiques pour la caracterisation et la separation de biomolecules - etablir un protocole d'etude enzymatique - analyser les resultats d'une etude de fonctionnement d'une enzyme - analyser les resultats issus des analyses physico-chimiques appliques aux biomacromolecules telles que electrophorese, spectrometrie de masse, techniques chromatographiques... - mettre en oeuvre un certain nombre de techniques physico-chimiques pour la caracterisation et la separation de biomacomolecules / - rediger un compte-rendu de synthese de resultats et de leur analyse - travailler en binome lors de sessions pratiques - organiser la mise en place d'experimentations / NA / Les etudiants ayant suivi BL10 auront acquis les connaisances minimales pour un ingenieur GB en biochimie structurale et en physicochimie des molecules biologiques. Ils maitriseront les phenomenes physicochimiques qui gouvernent le comportement en solution tant pour l'etude que pour la mise en oeuvre de ces molecules."
"21","BL16","GÉNIE MÉTABOLIQUE, CULTURES CELLULAIRES ET BIORÉACTEURS / microorganisme cellules vegetales et animales physiologie bioreacteurs / Integration des voies metaboliques dans les phenomenes de croissance et de production de metabolites : application dans les industries de fermentation et de depollution. Cultures de cellules vegetales et animales. Conception et conduite de reacteurs. / Sciences du vivant / Biotechnologies / - appliquer ses connaissances en microbiologie et en physiologie cellulaire a<U+00A0> l'utilisation de cultures a<U+00A0> differentes echelles avec des objectifs en bioproduction de molecules d'interet, ou de biodegradation de molecules polluantes. / - definir les connaissances necessaires a<U+00A0> des utilisations pratiques des micro-organismes dans differents domaines industriels; - choisir les conditions optimales d'augmentation d'echelle de culture en rapport avec les besoins physiologiques des micro-organismes; - connaitre les differents champs d'application des micro-organismes; - mettre en pratique ses connaissances dans le developpement et le suivi analytique d'un bioreacteur. / - rediger un rapport experimental; - s'adapter a<U+00A0> l'environnement reel d'un laboratoire de recherche; - transferer des realites industrielles sur des pratiques de laboratoire. / - Physiologie microbienne - Physiologie des cellules vegetales - Bilans de la croissance et de la production de metabolites - Bioreacteurs -Cultures en microsystemes / Integration rapide dans les laboratoires de recherches et dans l'industrie dans les domaines des cultures cellulaires"
"22","BL17","GÉNIE DES PROTÉINES / biochimie enzymologie bioinformatique purification synthese remodelage proteomique / UV de fin de branche. Methodes et applications technologiques dans le domaine du genie des proteines et bases scientifiques en relation avec les aspects d'ingenierie. / Sciences du vivant / Biotechnologies / s'integrer rapidement dans un projet industriel mettant en oeuvre des proteines. / - comprendre et appliquer les concepts centraux des proprietes des proteines et de leur manipulation; - posseder le vocabulaire et des competences techniques sous-jacents; - realiser une analyse critique de techniques et procedes existants; - developper de nouveaux procedes adaptes au contexte de la recherche fondamentale ou de l'industrie. / - realiser une veille technologique; - utiliser des outils et des bases de donnees informatiques complexes; - rediger des rapports scientifiques et techniques. / Les travaux pratiques sont organises en six a<U+00A0> huit seances. Il donne lieu a<U+00A0> la realisation de trois comptes-rendus (par binome), dont la note fait partie de l'evaluation finale. / A l'issue de cet enseignement les etudiants doivent etre capables de s'integrer rapidement dans un projet industriel mettant en 'uvre des proteines. Ces projets feront plus particulierement partie d'une phase de transfert de technologie orientee vers la conception aussi bien que vers la production."
"23","BL20","MÉTABOLISME ET PHYSIOLOGIE CELLULAIRE / transports membranaires potentiels membranaire recepteurs membranaires communications cellulaires / Rappel sur la cellule puis travail sur l' organisation structurale des membranes. Les implications en termes d'echanges intra et extracellulaires seront abordees, ainsi que des notions de moteurs moleculaires. Le metabolisme energetique et les voies de regulation seront traites. / Sciences du vivant / Biologie, biochimie, genetique / - analyser et synthetiser les resultats d'une experience de biologie cellulaire et/ou biochimique. / - decrire l'organisation globale et le fonctionnement d'une cellule eucaryote animale ou vegetale. - comprendre la place et le role de la membrane cytoplasmique dans le fonctionnement de la cellule. - definir les processus majeurs du metabolisme energetique. - identifier les caracteristiques physiologiques et mecanismes associes de la cellule. - interpreter l'ensemble des donnees experimentales. - mettre en pratique leurs connaissances. - exercer leurs aptitudes pratiques. / - synthetiser et rediger un ensemble de donnees experimentales pour illustrer le fonctionnement d'une cellule, voire d'un tissu. - emettre des hypotheses sur la base de resultats et proposer des experiences discriminatives afin de conclure. / Organisation d'une cellule, presentation de chaque organite. Rappels sur la synthese d'une proteine. Place et roles des membranes, bases physicochimiques de la compartimentation. Moteurs moleculaires & notions de trafic intracellulaire. Metabolisme energetique et regulation : Les processus majeurs du metabolisme, le catabolisme energetique des glucides et triglycerides, la chaine respiratoire et la synthese d'ATP, la degradation des acides amines, l'anabolisme energetique. Presentation de la photosynthese. / Les principales voies metaboliques au niveau de la cellule doivent etre connues a<U+00A0> la fin de l'UV. Dans ce cadre, un point important est d'assimiler le niveau energetique permettant le couplage des voies metaboliques consommant de l'energie aux voies metaboliques de transformation d'energie."
