"","Code","Description"
"339","NF93","L'objectif de cette UV est d'etudier formellement la theorie du calcul et s'adresse à tout futur ingenieur souhaitant comprendre les fondements et les limites du calcul mecanique. Il s'agit d'être capable de comprendre et distinguer ce que l'on peut calculer et ne pas calculer, et ce que l'on peut calculer a priori en temps raisonnable ou en temps deraisonnable avec un ordinateur."
"340","NP90","Initiation au travail de groupe au travers de sujets ou challenges à caractere pluridisciplinaire"
"341","PS04","l'UV a pour objectif la comprehension des principes de base de la thermodynamique et de ses applications. Notions de systeme thermodynamique, variables d'etat, fonction d'etat, gaz parfait et gaz reel, pression et temperature. Premier et deuxieme principes. Changements d'etat."
"342","PS21","Cet enseignement introduit des notions de physique permettant d'aborder l'etude du mouvement. L'un des objectifs est de permettre de formaliser un probleme de mecanique et de mobiliser les connaissances mathematiques necessaires à sa resolution."
"343","PS23","Les domaines abordes relevent de la notion de champ : d'abord statique puis variant à la fois dans l'espace et le temps."
"344","PS24","l'UV presente les elements essentiels pour la connaissance des proprietes physiques des materiaux qui sont souvent source d'innovations et d'avancees technologiques dans de nombreux secteurs d'activites."
"345","PS90","L'UV a pour objectif de donner aux etudiants les bases necessaires à la bonne conduite de mesures experimentales. A l'issue de cette UV, les etudiants devront avoir la capacite de choisir les moyens de mesure appropries et capables de quantifier l'incertitude d'une mesure à partir de la connaissance des differentes sources d'erreur et exploiter les donnees issues d'une campagne de mesure."
"346","PS93","Cette UV vise à donner les bases de l'optique geometrique à travers l'etude des dioptres et miroirs puis des lentilles minces et epaisses. Le phenomene de diffraction lumineuse est egalement aborde. Ces notions permettront de presenter un certain nombre d'applications instrumentales telles que les microscopes, les telescopes..."
"347","PS94","Cette UV abordera trois themes qui sont : les circuits electriques en regime continu (theoremes de Kirchhoff, Thevenin, Norton, Millmann et de superposition), les circuits electriques du 1er et du 2nd ordre en regime transitoire et les circuits electriques en regime sinusoïdal etabli (calculs en complexe, notion d'impedance). Les notions de puissance en alternatif sont egalement abordees."
"348","SV02","A partir de la presentation structurale et fonctionnelle des systemes physiologiques impliques dans la motricite humaine (systeme osseux, nerveux, musculaire et cardiovasculaire), l'UV aborde les approches d'exploration fonctionnelle et/ou de caracterisation mecanique utilisees dans le domaine medical. La derniere partie est une sensibilisation aux challenges poses par l'exploitation des donnees medicales et les therapies prothetiques."
"349","SY01","Familiariser l'etudiant avec la notion d'aleatoire et l'introduire au calcul des probabilites."
"350","TF11","Intervenant dans de nombreux domaines industriels, les phenomenes de transfert (chaleur, matiere et quantite de mouvement) sont d'une importance capitale dans les sciences de l'ingenieur. L'UV se propose de donner une comprehension generale de ces phenomenes tout en exposant leurs principales applications. Les lois fondamentales de Fourier, Newton et Fick sont expliquees et leur utilisation pour la determination des coefficients de transfert."
"351","TN01","rappels geometriques et projection orthogonale ; modelisation des solides 3D; coupes et sections ; filetages ; cotation dimensionnelle ; liaisons ; schemas de principe ; cotes tolerancees - ajustements ; cotation fonctionnelle ; transmission de mouvement ; choix et designation des metaux et alliages."
"352","TN03","l'UV apporte les connaissances essentielles sur les methodes d'obtentions des formes elementaires realisees par enlevement de copeaux ainsi que les differents procedes de mise en forme des pieces brutes. Un chapitre est consacre aux materiaux plastiques et composites. l'UV se veut être la base d'une poursuite d'etude dans tous les domaines."
"353","TN04","cette UV consiste à realiser un projet defini au debut du semestre. Il s'agit principalement de travaux d'atelier."
"354","TN06","l'UV introduit les bases de la mecanique generale du solide indeformable, en statique."
