"","Code","Mots_cles","Description","mix"
"46","CM40","Catalyse heterogene Adsorption Catalyseurs solides Cinetique chimique Cinetique physique Reacteurs catalytiques","Dans ce cours qui donne les concepts de base de la catalyse et de la cinetique heterogenes, on s'interesse aux differentes etapes de l'acte catalytique (diffusion, adsorption et reactions de surface), aux proprietes des catalyseurs solides et à leurs principales applications industrielles et environnementales.","Catalyse heterogene Adsorption Catalyseurs solides Cinetique chimique Cinetique physique Reacteurs catalytiques Dans ce cours qui donne les concepts de base de la catalyse et de la cinetique heterogenes, on s'interesse aux differentes etapes de l'acte catalytique (diffusion, adsorption et reactions de surface), aux proprietes des catalyseurs solides et à leurs principales applications industrielles et environnementales."
"47","CM70","distillation absorption extraction ebulliometrie diagramme ternaire","Le but de cette UV est d'illustrer de facon pratique les enseignements dispenses dans l'UV TF14 concernant differentes operations de transfert de matiere (distillation, absorption, extraction liq/liq)","distillation absorption extraction ebulliometrie diagramme ternaire Le but de cette UV est d'illustrer de facon pratique les enseignements dispenses dans l'UV TF14 concernant differentes operations de transfert de matiere (distillation, absorption, extraction liq/liq)"
"48","CM71","echangeurs changement d'etat reacteur distribution des temps de sejour filtration","Le but de cette UV est d'illustrer de facon pratique les enseignements dispenses dans la branche GP. (transfert de masse, transfert de chaleur, reaction chimique, regimes d'ecoulement, filtration)","echangeurs changement d'etat reacteur distribution des temps de sejour filtration Le but de cette UV est d'illustrer de facon pratique les enseignements dispenses dans la branche GP. (transfert de masse, transfert de chaleur, reaction chimique, regimes d'ecoulement, filtration)"
"49","DD01","Developpement durable responsabilite technologie environnement ethique","Developper une culture de l'ingenieur en developpement durable. On s'attachera à y associer systematiquement les approches technologiques et scientifiques des « genies » aux approches « Sciences Humaines, Sociales et Economiques » pour mieux integrer les dimensions environnementales, societales et economiques des enjeux souleves.","Developpement durable responsabilite technologie environnement ethique Developper une culture de l'ingenieur en developpement durable. On s'attachera à y associer systematiquement les approches technologiques et scientifiques des « genies » aux approches « Sciences Humaines, Sociales et Economiques » pour mieux integrer les dimensions environnementales, societales et economiques des enjeux souleves."
"50","DD02","ecoconception Analyse de Cycle de Vie ecoproduit impact environnemental conception","Les preoccupations environnementales sont croissantes au seins de nos societes et il est imperatif que le monde industriel en tienne compte. L'UV DD02 doit permettre au futur ingenieur UTCeen d'apprehender, au même titre que le triptyque Cout Qualite delais, la dimension environnementale lors de la conception d'un systeme. Il disposera des connaissances et competences pour mener à bien une demarche d'ecoconception.","ecoconception Analyse de Cycle de Vie ecoproduit impact environnemental conception Les preoccupations environnementales sont croissantes au seins de nos societes et il est imperatif que le monde industriel en tienne compte. L'UV DD02 doit permettre au futur ingenieur UTCeen d'apprehender, au même titre que le triptyque Cout Qualite delais, la dimension environnementale lors de la conception d'un systeme. Il disposera des connaissances et competences pour mener à bien une demarche d'ecoconception."
"51","DF01","Pilotage de processus multivaries DMAIC ; 6-Sigma MSP/SPC Machine Learning Analyse de donnees industrielles","L'objectif de cette UV est de donner aux etudiants les competences necessaires à la maîtrise et supervision de processus de production industriels intelligents. Differentes approches issues de la maîtrise statistique des processus et de l'analyse de donnees (Machine Learning) seront presentees (regression, classification, clustering..). Une mise en situation sur des donnees industrielles permettra d'appliquer ces differents concepts.","Pilotage de processus multivaries DMAIC ; 6-Sigma MSP/SPC Machine Learning Analyse de donnees industrielles L'objectif de cette UV est de donner aux etudiants les competences necessaires à la maîtrise et supervision de processus de production industriels intelligents. Differentes approches issues de la maîtrise statistique des processus et de l'analyse de donnees (Machine Learning) seront presentees (regression, classification, clustering..). Une mise en situation sur des donnees industrielles permettra d'appliquer ces differents concepts."
"52","DF02","analyses Weibull Prediction et estimation analyses des defaillances Analyse de duree de vie m'aitrise des risques essais de fiabilite arbre de defaillances AMDEC analyse preliminaire des risques","cette UV a pour objectif d'initier les etudiants aux methodes de sûrete de fonctionnement d'un systeme, en particulier, leur fiabilite. l'apport de differentes methodes de sûrete de fonctionnement, en phase de conception,developpement ou sur une ligne de fabrication de produit est mis en avant sur la base d'etudes de cas. L","analyses Weibull Prediction et estimation analyses des defaillances Analyse de duree de vie m'aitrise des risques essais de fiabilite arbre de defaillances AMDEC analyse preliminaire des risques cette UV a pour objectif d'initier les etudiants aux methodes de sûrete de fonctionnement d'un systeme, en particulier, leur fiabilite. l'apport de differentes methodes de sûrete de fonctionnement, en phase de conception,developpement ou sur une ligne de fabrication de produit est mis en avant sur la base d'etudes de cas. L"
"53","DF03","plans d'experiences plans complets fractionnaire analyse de variance validite de modele facteurs bruits robustesse methodologie Taguchi methode des surfaces de reponses","situer et utiliser efficacement les methodes d'experimentation pour optimiser les performances d'un produit ou d'un processus dans le cadre d'une demarche d'ingenierie robuste. La methode des plans d'experiences (physiques et numeriques) ainsi que l'approche Taguchi pour une conception robuste sont etudiees.","plans d'experiences plans complets fractionnaire analyse de variance validite de modele facteurs bruits robustesse methodologie Taguchi methode des surfaces de reponses situer et utiliser efficacement les methodes d'experimentation pour optimiser les performances d'un produit ou d'un processus dans le cadre d'une demarche d'ingenierie robuste. La methode des plans d'experiences (physiques et numeriques) ainsi que l'approche Taguchi pour une conception robuste sont etudiees."
"54","DF04","Soutenabilite Maintenance conditionnelle et previsionnelle disponibilite strategie de maintenance PHM","Dans le contexte de l'industrie 4.0, la quantite des donnees disponibles ne cesse de s'accroître. Leur exploitation à des fins de strategie de maintenance industrielle est de plus en plus d'actualite. Cette UV vous permettra d'acquerir les competences necessaires à la mise en place d'une strategie de maintenance industrielle tout en se questionnant sur les enjeux relatifs à l'ingenierie soutenable essentiels dans la construction du monde demain.","Soutenabilite Maintenance conditionnelle et previsionnelle disponibilite strategie de maintenance PHM Dans le contexte de l'industrie 4.0, la quantite des donnees disponibles ne cesse de s'accroître. Leur exploitation à des fins de strategie de maintenance industrielle est de plus en plus d'actualite. Cette UV vous permettra d'acquerir les competences necessaires à la mise en place d'une strategie de maintenance industrielle tout en se questionnant sur les enjeux relatifs à l'ingenierie soutenable essentiels dans la construction du monde demain."
"55","DI01","design produits creation industrielle conception","Introduction au design industriel ; comprendre les metiers du design de produits ; decouvrir une activite professionnelle de conception centree sur l'humain face aux necessites industrielles de la creation de produits. A l'issue de l'enseignement, l'etudiant sera capable de conduire une demarche innovante de conception de produit simple.","design produits creation industrielle conception Introduction au design industriel ; comprendre les metiers du design de produits ; decouvrir une activite professionnelle de conception centree sur l'humain face aux necessites industrielles de la creation de produits. A l'issue de l'enseignement, l'etudiant sera capable de conduire une demarche innovante de conception de produit simple."
"56","DI02","design communication image initiation plastique graphisme packaging logotypes typographies signaletique","Decouvrir et comprendre le design graphique. Initiation aux pratiques plastiques et graphiques : comment donner du sens à l l'information traitee par des moyens graphiques et infographiques (indentite globale, typographies, symboles, couleurs, mises en page, packaging...). On y etudie et realise des formes bi-dimensionnelles (icones et scripto-verbal) creees et combinees entre elles.","design communication image initiation plastique graphisme packaging logotypes typographies signaletique Decouvrir et comprendre le design graphique. Initiation aux pratiques plastiques et graphiques : comment donner du sens à l l'information traitee par des moyens graphiques et infographiques (indentite globale, typographies, symboles, couleurs, mises en page, packaging...). On y etudie et realise des formes bi-dimensionnelles (icones et scripto-verbal) creees et combinees entre elles."
"57","DI03","Projet design Creation formelle Modelisation Design produit","A partir d'un cahier des charges fourni, les etudiants explorent les differentes facettes de la construction formelle (marque, marketing, usage, ideation...) pour concevoir un produit coherent. Sont abordees des notions de methodologie de projet design, la modelisation dans Solidworks et le rendu realiste 3D. Le semestre s'acheve avec la realisation d'une maquette volume et la presentation des travaux devant un jury.","Projet design Creation formelle Modelisation Design produit A partir d'un cahier des charges fourni, les etudiants explorent les differentes facettes de la construction formelle (marque, marketing, usage, ideation...) pour concevoir un produit coherent. Sont abordees des notions de methodologie de projet design, la modelisation dans Solidworks et le rendu realiste 3D. Le semestre s'acheve avec la realisation d'une maquette volume et la presentation des travaux devant un jury."
"58","DI04","design packaging maquettes 3D graphisme marketing communication volumes branding","Le terme de packaging associe deux notions, celles d'emballage et de design de l'emballage. Ne pas confondre avec le design de produit. Il s'agit essentiellement de creer un programme d'emballage(s), d'imaginer une gamme de volumes et leurs systemes d'assemblage/ouverture/fermeture, d'y appliquer les codes definis par une charte graphique prealable et/ou de les inventer. UV pour etudiant en filiere IDI, creative et technique.","design packaging maquettes 3D graphisme marketing communication volumes branding Le terme de packaging associe deux notions, celles d'emballage et de design de l'emballage. Ne pas confondre avec le design de produit. Il s'agit essentiellement de creer un programme d'emballage(s), d'imaginer une gamme de volumes et leurs systemes d'assemblage/ouverture/fermeture, d'y appliquer les codes definis par une charte graphique prealable et/ou de les inventer. UV pour etudiant en filiere IDI, creative et technique."
